destination|lat|long
Reichenschwand|49.5|11.3667
Rilchingen-Hanweiler|49.1333|7.05
Roden|49.8833|9.61667
R�hrsdorf|50.8667|12.8333
Rosenthal|50.9667|8.88333
R�denau|49.7167|9.18333
Sagau|54.1833|10.6833
Sandersleben|51.6833|11.5667
Sankt Wolfgang|48.2167|12.1333
Schameder|51|8.28333
Schenkelberg|50.6|7.78333
Schlaitz|51.6667|12.4333
Schl�sselfeld|49.75|10.6333
Sch�ffengrund|50.4833|8.48333
Sch�newalde|51.6833|13.6
Schwaf�rden|52.7333|8.83333
Schwarzenbach am Wald|50.2833|11.6167
Schwerstedt|50.9667|11.3167
Selmsdorf|53.8667|10.8667
Siebeldingen|49.2167|8.05
Simbach|48.5667|12.75
S�gel|52.85|7.51667
Spiekeroog|53.7667|7.7
Stadtkyll|50.35|6.53333
Steffenshagen|53.2|12.1167
Steinfurt|52.15|7.35
Stetten|48.3167|12.5667
Strasburg Uckermark|53.5|13.75
Sulzburg|47.85|7.71667
Tegernheim|49.0167|12.1833
Thyrnau|48.6167|13.5333
T�ging am Inn|48.25|12.5833
Traventhal|53.9|10.3167
Ueckerm�nde|53.7333|14.05
Unsleben|50.3833|10.2667
Unterschleissheim|48.2833|11.5667
�xheim|50.3333|6.75
Vellmar|51.35|9.46667
Viewrow|54.1167|13.5833
Wachtberg|50.6167|7.1
Walchum|52.9333|7.28333
Waldm�ssingen|48.2667|8.48333
Wallmoden|52.0167|10.3
Wangerooge|53.8|7.9
Wassenach|50.4333|7.28333
Wegeleben|51.8833|11.1667
Weisendorf|49.6167|10.8333
Weitendorf|53.8833|12.2667
Wenkbach|50.75|8.71667
Werther|52.6667|82.8333
Westerstede|53.25|7.93333
Wiedemar|51.4667|12.2
Wiesenthau|49.7167|11.1333
Willanzheim|49.6833|10.2333
Windischleuba|51.0333|12.4833
Wissersheim|50.8167|6.7
Wittstock an der Dosse|53.15|12.5
Wolkenstein|50.65|13.0667
W�rth an der Donau|49|12.4
Wurzen|51.3667|12.7167
Zedtwitz|50.3667|11.9167
Zell (Eggstaett)|47.9333|12.3833
Zellas-Mehlis|50.6667|10.65
Z�llnitz|50.8667|11.6167
Allinge|55.2667|14.8
Balle|56.3|10.2667
Borkop|55.6333|9.63333
Glejbjerg|55.55|8.83333
Herlufmagle|55.3167|11.7667
Hornsyld|55.75|9.86667
Jersie Strand|55.5167|12.2167
Klintholm Havn|57.95|12.4667
Melby|55.65|11.1167
Norre Asmindrup|55.8833|11.6333
�ster Doense|56.7|9.83333
Rodkaersbro|56.35|9.51667
Sindal|57.45|10.2
Sollested|54.8167|11.2833
Stoholm|56.4833|91
T�strup|55.65|12.3167
Troense|55.0333|10.65
Las Calderas|18.2167|-70.5
Samana International Apt|19.2667|-69.7333
A�n Zaouia|36.5333|3.88333
Boumerdas|36.7667|3.46667
Ghazaouet|35.1|-1.85
Nedroma|35|-14.6667
Tiaret|35.4667|1.35
Cuenca|-2.88333|-78.9833
La Man�|-0.933333|-79.2167
Samborondon|-2.18333|-79.8833
Virgen de Fatima|-2.25|-79.6333
Elva|58.2333|26.4167
Kaberneeme|59.5|25.25
Kelvingi|59.55|24.8333
Laaksaare|58.3333|27.4167
M�rjamaa|60.3333|24.7167
Omedu Rand|58.7833|26.9833
Piirivalvesadam|59.45|24.6667
Rohuk�la|58.9|23.4333
Soo|58.7167|27.1167
Triigi|58.6|22.7167
Vene-Balti|59.45|24.65
Al Haram|29.45|31.1667
Marsa Egyptian Propylene & Polypropylene|31.3|32.15
Samannud|30.95|31.2333
A Guarda|41.9|-8.86667
Adeje|28.1167|-16.7167
Aiguaviva|41.9333|2.76667
Albalat de la Ribera|39.2|-0.383333
Alcal� de Guadaira|37.3333|-5.83333
Alegria-Dulantzi de Alava|42.8333|-2.71667
Algue�a|38.3333|-1
Almanzora|37.3333|-2.13333
Alonsotegui|43.25|-2.98333
Amorebieta|43.2167|-2.71667
Approved|43.3833|-5.71667
Arciniega|43.1167|-3.11667
Arinaga|27.8333|-15.4333
Artajona|42.5833|-1.76667
Ateca|41.3333|-1.78333
Azuara|41.25|-52.1833
Bandeira|42.7333|-8.3
Barciademera|42.2667|-8.38333
Bedia|43.2|-2.78333
Belver de Cinca|41.6833|-0.2
Beri�in|42.7333|-1.63333
Binissalem|39.6833|2.83333
Bora|42.4333|-8.58333
Buenavista Valdavia|42.6333|-4.6
Caba�aquinta|43.1667|-5.63333
Cabreton|42|-1.9
Calella|41.6167|2.66667
Caminomorisco|40.3167|-6.28333
Can Picafort|39.7667|3.13333
C�rtama|36.7167|-4.65
C�seda|42.5167|-1.36667
Castellv� de Rosan�s|41.45|1.9
Cercedilla|40.7333|-4.05
Chipiona|36.75|-6.43333
Ciutadilla|41.55|1.15
Comillas|43.4|-4.28333
Cornellana|43.4|-6.15
Cretas|40.9333|0.216667
Curra|42.2833|-6.98333
El Bruch|41.5833|1.78333
El Molar|40.7333|-3.58333
El Rosario|28.45|-16.35
Els Guiamets|41.1|0.75
Escoriaza|43.0167|-2.51667
Estella/Lizarra|42.6667|-2.01667
Fernan N��ez|37.6667|-4.71667
Fontanar|37.6833|-2.95
Fromista|42.2667|-4.4
Gald�cano|43.2333|-2.83333
Gerena|37.5333|-6.15
Gozon|43.6|-5.78333
Guadarrama|40.6833|-4.08333
Gumasa|28.4833|-16.35
Honrubia|39.6167|-2.26667
Hu�neja|37.1667|-2.96667
Ibiza|38.9|1.43333
Iurreta|43.1667|-2.63333
Jerte|40.2167|-5.75
La Ametlla de Mar|40.9|0.8
La Cuesta Tenerife|28.1667|-16.2833
La Joyosa|41.75|-1.06667
La Panadella|41.6167|1.4
La Seca|41.4167|-4.9
Lachar|37.2|-3.83333
Lapuebla de Labarca|42.5|-2.56667
Las Pedro�eras|39.45|-2.66667
Lemona|43.2|-2.76667
Li�dena|42.6167|-1.26667
Llissa de Munt|41.6167|2.23333
Lora de Estepa|37.2667|-4.83333
Maderuelo|41.4833|-3.51667
Malpica de Arba|42.3|-1.11667
Marcon|42.4167|-8.61667
Meis|42.5|-8.75
Miguel Esteban|39.5167|-3.08333
Mojados|41.4333|-4.65
Monistrol Montserrat|41.6167|-1.85
Montgat|41.4667|2.28333
Morales de Toro|41.5333|-5.3
Mudri�n|41.2167|-4.33333
Navalmoral de la Mata|39.9|-5.53333
Noguerones|37.6|-4.08333
Oimbra|41.8833|-7.46667
Olost|41.9833|2.1
Organy�|42.2167|1.33333
Paradela|42.55|-8.71667
Pegalajar|37.7333|-3.65
Perillo|43.3333|-8.36667
Pinos Puente|37.25|-34.8333
Portella|41.7333|0.65
Pradell de la Teixeta|41.15|0.866667
Puebla del Carami�al|42.6|-8.93333
Quel|42.2167|-2.05
Ramales de la Victoria|43.25|-3.45
Rianjo|42.65|-8.81667
Ripoll|42.2|2.18333
Saceruela|38.95|-4.61667
San Carlos de la R�pita|40.6167|0.6
San Isidro de Albatera|37.65|-1.08333
San Mart�n De Pusa|39.7833|4.63333
San Rom�n|42.8667|-2.3
Sanguineda|42.1833|-8.63333
Sant Fost de Campcentelles|41.5|2.23333
Sant Miquel de Balenya|41.8167|2.21667
Santa Comba|43.0333|-8.81667
Santa Maria de Corc�|42.0333|2.36667
Sarinena|41.7833|-10
Seo de Urgel|42.35|1.46667
Singla|38.0167|-1.93333
Sot de Ferrer|39.0667|-0.4
Tavernes de la Valldigna|39.0667|-0.25
Tijarafe|28.7|-17.95
Torre de Don Miguel|40.2333|-6.56667
Torremocha|39.35|-6.16667
Trebujena|36.8667|-6.16667
T�y|42.05|-8.63333
Usansolo|43.2167|-2.81667
Valdeolmos|40.6333|-3.45
V�lez Rubio|37.65|-2.06667
Vidreres|41.7833|2.76667
Vilanova de la Barca|41.6833|0.716667
Villabuena del Puente|41.3833|-5.4
Villamartin|36.8667|-5.63333
Villanueva de Tapia|37.1833|-4.33333
Villargordo del Cabriel|39.5333|-1.43333
Xinzo de Limia Santa Marian|42.05|-7.71667
Zar�tamo|43.2167|-2.86667
Kembolcha|7.5|41.1833
�k�slompolo|67.6|24.15
Ecker�|60.2167|19.6167
Haapam�ki|62.25|24.45
Hausj�rvi|60.7833|24.9333
Ii|65.3167|25.3667
Jepua (Jeppo)|63.4|22.6167
Kangasniemi|61.9833|26.6333
Kello|65.1333|25.3333
Kojonkulma|60.95|22.9833
Kuivasalmi|63.2833|29.8333
Lapinlahti|63.3667|27.4
Littoinen|60.4333|22.4
Marttila|60.5833|22.9
Naaraj�rvi|62.2833|27.0833
Oravikoski|62.5667|27.6
Perho|63.2167|24.4167
Posio|66.1|28.15
Rautavaara|63.4833|28.2833
Skinnarvik|60.1333|22.4667
Taivassalo (T�vsala)|60.5667|21.6
Torne� (Tornio)|65.85|24.1833
Veitsiluoto|65.6833|24.6333
Ylane|60.8833|22.4167
Acy-Romance|49.5|4.33333
Aigre|45.9|0.0166667
Aix-en-Provence|43.5333|5.43333
Alex|45.8833|6.23333
Allonnes|48.3333|1.66667
Amb�s|45|-0.533333
Amou|43.6|-0.75
Andouill�|48.1833|-0.783333
Aniche|50.3167|3.23333
Antignac|42.8333|0.6
Arbin|45.5|6.06667
Arcy-sur-Cure|47.6|3.75
Argis|45.9333|5.48333
Arreau|42.9|0.366667
Arvant|45.3667|3.31667
Assevillers|49.9|2.83333
Aubie-et-Espessas|45.0167|-0.4
Auchy-les-Mines|50.5|2.78333
Aumagne|45.8667|-0.4
Auterive|43.35|1.48333
Auvillar|44.0667|0.9
Avesnelles|50.1167|3.95
Avrigny|49.3833|2.58333
Azy-sur-Marne|49|3.36667
Baho|42.7|2.81667
Balbigny|45.8167|4.18333
Banteux|50.0667|3.2
Barisey-la-C�te|48.55|5.85
Basse-Ham|49.3833|6.25
Bavent|49.2333|-0.183333
Bazoques|49.2|0.483333
Beaulieu-sur-Loire|47.5333|2.81667
Beaurains|50.2667|2.78333
B�darieux|43.6167|3.15
Belfort|47.6333|6.86667
Belleville-sur-Vie|46.7833|-1.43333
B�nifontaine|50.4833|2.83333
Bermering|48.9333|6.7
Bers�e|50.4833|3.15
Bessi�res|43.7833|1.61667
Beuvry|50.5167|2.68333
Bidart|43.4333|-1.56667
Biscarrosse|44.4|-1.16667
Blaison-Gohier|47.4|-0.366667
Bleurville|48.0667|5.96667
Boiscommun|48.0333|2.38333
Bollwiller|47.8667|7.25
Bonneuil-sur-Marne|48.7667|2.48333
Bors-de-Montmoreau|45.35|0.166667
Bou�re|47.8667|-0.466667
Bouloc|44.15|2.86667
Bourghelles|50.5667|3.25
Bourville|49.8|0.816667
Bouzonville|49.3|6.53333
Brasparts|48.3|-3.95
Br�mes|50.85|1.96667
Bretteville-l'Orgueilleuse|49.2|-0.516667
Brie|47.9333|-1.53333
Briscous|43.4667|-1.33333
Broye|46.8667|4.28333
Bucey-l�s-Gy|47.4167|5.85
Bure|48.5|5.35
Buxeuil|48.05|4.4
Cadillac-en-Fronsadais|44.9667|-0.366667
Calviac|44.9167|2.06667
Campagne-sur-Aude|42.9167|2.2
Cannet|43.6|-0.05
Carcassonne|43.2167|2.35
Carqueiranne|43.0833|6.08333
Castelculier|44.1667|0.683333
Cast�tis|43.4667|-0.716667
Cauli�res|49.7833|1.9
Cazats|44.4833|-0.216667
Cenon|44.85|-0.533333
Cerny|48.4667|2.31667
Chabottes|44.65|6.18333
Chalezeule|47.2667|6.08333
Chambon|46.8333|0.8
Champagne-sur-Seine|48.4|2.8
Champlat-et-Boujacourt|49.15|3.83333
Channes|47.9333|4.25
Charbogne|49.5|4.6
Charnay-l�s-Chalon|46.9333|5.1
Chasseneuil-du-Poitou|46.6333|0.366667
Ch�teaumeillant|46.55|2.2
Ch�telguyon|47.1833|0.05
Ch�tillon-sur-Sa�ne|47.95|5.88333
Chaumussay|46.8667|0.85
Chaz�-Henry|47.75|-1.28333
Ch�nex|46.1167|6
Chevagny-les-Chevri�res|46.3333|4.76667
Chimilin|45.5833|5.6
Chusclan|44.15|4.68333
Clairac|44.35|0.383333
Cl�rieux|45.0833|4.96667
Cocumont|44.7333|0.0333333
Colognac|44.0333|3.81667
Combs-la-Ville|48.6667|2.55
Cond�-sur-Huisne|48.3833|0.85
Cons-la-Grandville|49.4833|5.7
Corcelles-en-Beaujolais|46.15|4.71667
Corneilhan|43.4|3.18333
Coubert|48.6667|2.7
Couleuvre|46.6667|2.91667
Courchevel|45.4333|6.63333
Courteron|48.0167|4.43333
Crain|47.5333|3.55
Creil|49.25|2.48333
Creys-M�pieu|45.7167|5.48333
Crottet|46.2833|4.9
Cugand|47.0667|-1.25
Cuverville|49.1833|-0.25
Dammarie-en-Puisaye|47.6333|2.86667
Darois|47.3833|4.93333
Derval|47.65|-1.65
Dieue-Sur-Meuse|49.0667|5.41667
Dives-sur-Mer|49.2833|-0.1
Dom-le-Mesnil|49.6833|4.8
Donzac|44.1|0.8
Douville|45|0.583333
Dry|47.8|1.71667
�baty|46.9333|4.78333
Ecquevilly|48.95|1.91667
Elne|42.6|2.96667
�pagne-�pagnette|50.0667|1.86667
�queurdreville|49.65|-1.65
Eschbach|48.8667|7.73333
Essarois|47.75|4.76667
Esvres|47.2833|0.783333
�trembi�res|46.1833|6.23333
�vry-Gr�gy-sur-Yerre|48.65|2.61667
Fains-V�el|48.7833|5.11667
Faverges|45.75|6.3
Fendeille|43.2667|1.95
Feuqui�res-en-Vimeu|50.0667|1.6
Flavignerot|47.2833|4.91667
Fl�vy|49.2167|6.23333
Fondamente|43.8833|3.11667
Fontaines-sur-Sa�ne|45.8333|4.85
Fontoy|49.35|6
Fouesnant|47.9|-4.01667
Foussignac|45.7167|-0.116667
Fr�jus|43.4333|6.73333
Fr�thun|50.9167|1.81667
Frotey-l�s-Vesoul|47.6167|6.18333
Gaillardbois-Cressenville|49.3333|1.4
Gargas|43.9|5.38333
Gellenoncourt|48.6833|6.38333
Gensac-la-Pallue|45.65|-0.25
Gevry|47.0333|5.45
Girmont|48.2667|6.43333
Glun|45.0167|4.83333
Gorbio|43.7833|7.45
Gouville sur Mer|49.1|-1.58333
Grandouet|49.15|0.0666667
Grenade-sur-l'Adour|43.7833|-0.416667
Gripport|48.4167|6.25
Guebwiller|47.9|7.21667
Guilers|48.4333|-4.56667
Guzargues|43.7167|3.91667
Haraumont|49.35|5.26667
Haussimont|48.75|4.15
Heiltz-le-Hutier|48.6833|4.76667
Hermanville-sur-Mer|49.2833|-0.316667
Hindisheim|48.4667|7.63333
Honnechy|50.0667|3.45
Humi�res|50.3833|2.2
�le-Mol�ne|48.4|3.05
Irai|48.6667|0.7
Istres|43.5|4.96667
Janville|48.2|1.88333
Jenlain|50.3167|3.61667
Jouillat|46.2667|1.95
Jumi�ges|49.4333|0.816667
Killem|50.95|2.56667
La Bastidonne|43.7|5.56667
La Br�de|44.6833|-0.516667
La Cerlangue|49.5|0.416667
La Chapelle-Largeau|46.95|-0.833333
La Ch�taigneraie|46.65|-0.733333
La Croix-Valmer|43.2|6.56667
La Folleti�re-Abenon|48.9833|0.433333
La Gorce|45.85|1.66667
La L�ch�re|45.8667|5.1
La Motte-Fanjas|45.05|5.26667
La Pointe-de-Contes|43.7833|7.33333
La Roche-Blanche|47.4333|-1.13333
La Saucelle|48.6333|1.03333
La Trinit�-Porho�t|48.1|-2.55
Laas|43.4667|0.3
Labrousse|44.85|2.55
Lacs|46.5833|2.01667
Lagupie|44.55|0.116667
Lamagist�re|44.1167|0.8
Landas|50.4667|3.3
Langast|48.2833|-2.66667
Lannux|43.65|-0.216667
Lapoutroie|48.15|7.16667
Larouillies|50.0333|3.93333
Launois-sur-Vence|49.65|4.53333
Lavaufranche|46.3167|2.26667
Le Barcar�s|42.7833|3.03333
Le Breuil|45.8833|4.58333
Le Chesne|48.8833|0.95
Le Fr�che|43.9333|-0.233333
Le Li�ge|47.2167|1.1
Le Meux|49.3667|2.73333
Le Petit-Quevilly|49.4167|1.05
Le Port|45.4833|-0.8
Le Russey|47.1667|6.73333
Le Tourneur|48.9667|-0.816667
L�dat|44.4667|0.666667
L�on|43.8833|-1.3
Les Aulneaux|48.4333|0.333333
Les Essards|45.8|-0.766667
Les Landes-Genusson|46.9667|-1.11667
Les Orres|44.5167|6.55
Les Ulis|48.6667|2.16667
Lestiac-sur-Garonne|44.6833|-0.383333
L�zardrieux|48.7833|-3.1
Li�pvre|48.2667|7.26667
Ligny-le-Ch�tel|47.9|3.75
Limony|45.35|4.76667
L'Isle-Jourdain|43.6167|1.08333
Locmiqu�lic|47.7167|-3.35
Lompret|50.6667|2.98333
Longvic|47.2833|5.06667
Losse|44.1|-0.1
Loury|48|2.08333
Luceau|47.7167|0.4
Lumes|49.7333|4.78333
Lutterbach|47.7667|7.28333
Machy|48.1333|4.05
Magny-l�s-Villers|47.1|4.88333
Maisdon-sur-S�vre|47.1|-1.38333
Maleville|44.3833|2.1
Manneville-sur-Risle|49.35|0.566667
Marcellaz|46.15|6.35
Mar�on|47.7167|0.516667
Marey-l�s-Fussey|47.1167|4.86667
Marle sur Serre|49.7333|3.76667
Marpent|50.3|4.08333
Martignat|46.2|5.61667
Massay|47.15|2
Maul�on|46.9167|-0.75
Mauvezin-de-l'Isle|43.3833|0.933333
Meaulne|46.6|2.6
Mellecey|46.8167|4.73333
Merckeghem|50.8667|2.28333
Merrey-sur-Arce|48.1|4.38333
Mesnil-Saint-Laurent|49.8333|3.35
Meursault|46.9833|4.76667
Michelbach-le-Bas|47.6|7.45
Miniac-Morvan|48.5|-1.9
Misson|43.5833|-0.966667
Moliets-et-Maa|43.85|-1.35
Moncoutant|46.7167|-0.583333
Monni�res|47.1333|-1.35
Montalba-le-Ch�teau|42.7|2.56667
Montberon|43.7167|1.48333
Montdidier|49.65|2.56667
Mont�zic|44.7|2.65
Monthelie|47|4.76667
Montigny-l�s-Vesoul|47.6333|6.06667
Montmelas-Saint-Sorlin|46.0167|4.61667
Montracol|46.1833|5.11667
Montrond-le-Ch�teau|47.1333|6.05
Moraches|47.2833|3.55
Morlhon-le-Haut|44.3333|2.05
Morzine|46.1833|6.71667
Moulins-l�s-Metz|49.1|6.1
Mo�tiers|45.4833|6.53333
Munchhausen|48.9167|8.15
Muzillac|47.55|-2.48333
Nantua|46.15|5.6
N�ons-sur-Creuse|46.7333|0.916667
Neuilly-l�s-Dijon|47.2833|5.1
Neuville-sur-Oise|49.0167|2.06667
Niederbronn-les-Bains|48.95|7.63333
Noailles|45.1|1.53333
Noisseville|49.1333|6.28333
Notre-Dame-de-Sanilhac|45.1167|0.716667
Noyelles-l�s-Vermelles|50.4833|2.71667
Ocqueville|49.8|0.683333
Olli�res|43.4667|5.81667
Or�ay|47.2833|2.11667
Ormes|49.05|0.95
Osny|49.0667|2.06667
Ourou�r|47.0667|3.3
Pagny-sur-Moselle|48.9833|6.01667
Panzoult|47.1333|0.383333
Parsac|46.2|2.15
Payr�|46.3333|0.2
P�pieux|43.3|2.7
Perrigny|46.6667|5.58333
Peynier|43.45|5.65
Pierre-B�nite|45.7|4.81667
Pillon|49.3833|5.58333
Planchez|47.1333|4.01667
Pleubian|48.85|-3.13333
Plouaret|48.6167|-3.46667
Ploulec'h|48.7167|-3.5
Poc�-sur-Cisse|47.4167|0.966667
Pomacle|49.3333|4.15
Pontarion|46|1.85
Pont-du-Navoy|46.7333|5.78333
Pont-Saint-Pierre|49.3333|1.28333
Port-des-Barques|45.95|0.916667
Poudenas|44.05|0.216667
Pouzols-Minervois|43.2833|2.83333
Pr�mesques|50.65|2.95
Propiac|44.2667|5.18333
Pugnac|45.0833|-0.483333
Puybrun|44.9167|1.8
Quetieville|49.1|-0.333333
Quissac|43.9167|4
Ramoulu|48.2167|2.28333
R�ans|43.85|0
Reignac|45.2333|-0.5
Ressons-sur-Matz|49.55|2.75
Rians|47.1833|2.61667
Rigny-la-Salle|48.6167|5.7
Rives|45.35|5.5
Roches-sur-Marne|48.6167|5.01667
Romain|47.2167|5.71667
Roquebilli�re|44.0167|7.3
Rosi�res-pr�s-Troyes|48.2667|4.06667
Roullens|43.1667|2.28333
Roy�res|45.85|1.43333
Rumilly|45.8667|5.95
Sagy|46.6|5.3
Saint-Agnan|48.3|3.05
Saint-Amant-Tallende|45.6667|3.11667
Saint-Andr�-le-Gaz|45.55|5.53333
Saint-Aubin|47.0167|5.31667
Saint-Avit-Saint-Nazaire|44.85|0.25
Saint-Boil|46.65|4.68333
Saint-Calais|47.9167|0.733333
Saint-Christoly-de-Blaye|45.1333|-0.5
Saint-Cl�ment-des-Baleines|46.2333|-1.55
Saint-Cyr-du-Ronceray|49.05|0.3
Saint-D�sert|46.75|4.71667
Sainte-Anastasie-sur-Issole|43.3333|6.13333
Sainte-Eulalie-en-Royans|45.0333|5.33333
Sainte-Honorine-des-Pertes|49.3333|-0.8
Sainte-Maure-de-Peyriac|44.0167|0.15
Saint-Est�phe|45.2667|-0.766667
Saint-�tienne-les-Orgues|44.0333|5.76667
Saint-Florentin|47.0667|1.78333
Saint-Gen�s-de-Fronsac|45.0333|-0.366667
Saint-Georges-de-Pointindoux|46.65|-1.61667
Saint-Germain|48.25|4.03333
Saint-Germain-Laval|45.8333|4.01667
Saint-Gibrien|48.9667|4.3
Saint-Hilaire|43.1|2.31667
Saint-Hippolyte|44.8667|-0.133333
Saint-Jean-de-Duras|44.6833|0.3
Saint-Jean-du-Doigt|48.7|-3.76667
Saint-Joseph|49.5333|-1.53333
Saint-Julien-sur-Dheune|46.7667|4.53333
Saint-Laurent-de-C�ris|45.95|0.483333
Saint-Laurent-sur-S�vre|46.95|-0.883333
Saint-L�|49.1167|-1.08333
Saint-Maixant|44.5667|-0.25
Saint-Mars-la-R�orthe|46.8667|-0.933333
Saint-Martin-de-Laye|45.0333|-0.216667
Saint-Martin-Lacaussade|45.1333|-0.65
Saint-Maurice-d'Ard�che|44.5167|4.4
Saint-M�dard-en-Jalles|44.8833|-0.7
Saint-Michel-en-l'Herm|46.35|-1.25
Saint-Nicolas-de-Bourgueil|47.2833|0.116667
Saint-Palais|45.3167|-0.583333
Saint-Paulien|45.1333|3.81667
Saint-Piat|48.5333|1.58333
Saint-Pierre-du-Regard|48.8333|-0.533333
Saint-Preuil|45.6|-1
Saint-Quentin-la-Motte-Croix-au-Bailly|50.0667|1.45
Saint-Restitut|44.3333|4.78333
Saint-Samson-de-Bonfoss�|49.05|-1.11667
Saint-Sauveur-en-Rue|45.2667|4.5
Saint-Simon|49.75|3.16667
Saint-Symphorien-des-Bruy�res|48.7833|0.583333
Saint-Vaast-Dieppedalle|49.75|0.716667
Saint-Victor-sur-Loire|45.45|4.25
Saint-Vulbas|45.8333|5.26667
Sallaumines|50.4167|2.86667
Samois-sur-Seine|48.45|2.75
Sanvensa|44.2833|2.05
Sart�ne|41.6167|8.98333
Sault-de-Navailles|43.55|-0.666667
Saux|44.3833|1.08333
Savigny-sur-Seille|46.6167|5.1
Scorb�-Clairvaux|46.8167|0.416667
Seillans|43.6333|6.63333
S�niergues|44.7|1.55
Ser�mange-Erzange|49.3167|6.08333
Serri�res|48.85|6.16667
S�vres-Anxaumont|46.5667|0.45
Sigournais|46.7|-0.966667
Soignolles-en-Brie|48.65|2.68333
Sommi�res|43.7833|4.08333
Soubrebost|45.9667|1.85
Soum�ras|45.3|-0.416667
Steenbecque|50.6667|2.48333
Surville|49.2833|0.2
Talence|44.8|-0.583333
Tassin-la-Demi-Lune|45.7667|4.78333
Terminiers|48.0667|1.73333
Thelonne|49.65|4.95
Thieux|49.0167|2.66667
Thourotte|49.4833|2.88333
Tocqueville-les-Murs|49.6667|0.5
T�tes|49.6833|1.05
Tournon-d'Agenais|44.4|1
Traize|45.6667|5.75
Treignac|45.5333|1.8
Tresques|44.1167|4.58333
Troch�res|47.35|5.3
Turquant|47.2167|0
Uzer|44.5167|4.33333
Valdahon|47.1333|6.33333
Valframbert|48.4667|0.116667
Valvign�res|44.5|4.58333
Varennes-sur-Amance|47.9|5.61667
Vaucouleurs|48.6|5.66667
Vaux-l�s-Saint-Claude|46.3667|5.73333
V�mars|49.0667|2.56667
Ventenac-Cabard�s|43.2667|2.28333
Vermelles|50.4833|2.73333
Vernou-sur-Brenne|47.4167|0.85
Vert-le-Grand|48.5667|2.36667
Veyrins-Thuellin|45.6333|5.53333
Victot-Pontfol|49.1667|0
Vi�vy|47.05|4.45
Villargondran|45.2667|6.36667
Villedieu-sur-Indre|46.85|1.53333
Villelongue-de-la-Salanque|42.7333|2.98333
Villeneuve-la-Garenne|48.9333|2.31667
Villereversure|46.1833|5.38333
Villers-sous-Ch�tillon|49.1|3.8
Villevocance|45.2333|4.58333
Vincelles|49.0833|3.63333
Viriville|45.3167|5.2
Vittel|48.2|5.95
Vom�court|48.3167|6.61667
Vue|47.2|-1.88333
Wattwiller|47.85|7.16667
Wissant|50.8833|1.66667
Yolet|44.9333|2.53333
Acle|52.6333|1.55
Albrighton|52.75|-2.75
Anlaby|53.7333|-0.433333
Ardnamurchan|56.6833|-6.08333
Ashampstead|51.4667|-1.18333
Astley Abbotts|52.5667|-2.43333
Avonmouth|51.5|-2.68333
Balderstone|53.7833|-2.56667
Balmoral|54.55|-5.96667
Bargoed|51.6833|-3.23333
Barrow upon Trent|52.85|-1.46667
Baughurst|51.3333|-1.16667
Benenden|51.0667|0.583333
Betws-y-Coed|53.0833|-3.8
Bilsthorpe|53.1333|-1.03333
Bishops Frome|52.1333|-2.5
Blackwood Hill|51.7667|-3.18333
Bognor Regis|50.7833|-0.683333
Boston Spa|53.9|-1.35
Brackmills|52.2167|-0.866667
Bramley|53.4167|-1.26667
Bredhurst|51.3167|0.583333
Brynmawr|51.8|-3.18333
Bunbury|53.1167|-2.65
Burridge|50.8833|-1.25
Byley|53.2|-2.4
Cardigan (Aberteifi)|52.0833|-4.65
Cartmel|54.2|-2.95
Cawthorne|53.5667|-1.58333
Charlestown|56.0333|-3.5
Chingford|51.6333|0
Chwilog|53.5833|-4.55
Cleveland|54.5|-1.21667
Cockley Cley|52.6|0.65
Coltishall|52.7333|1.36667
Copgrove|54.0667|-1.48333
Cousley Wood|51.0833|0.333333
Cranford|51.4667|-0.4
Cynwyd|52.95|-3.4
Denny|56.0167|-3.9
Dovercourt|51.9333|1.3
Dunoon|55.95|-4.95
East Hoathly|50.9167|0.166667
Egglescliffe|54.5167|-1.35
Elvington|53.9167|-0.95
Etrick Field|57.9|-0.583333
Falmer|50.85|-0.666667
Felbrigg|52.9|1.26667
Forsinard|58.35|-3.9
Freshwater|50.6667|-1.51667
Georgetown|55.8667|-4.46667
Glenluce|54.8667|-4.83333
Gorleston-on-Sea|52.5667|1.71667
Great Coates|53.5667|0
Hamiltons Bawn|54.3333|-6.53333
Harewood|53.8833|-1.5
Hawksworth|52.9667|-0.866667
Hebden Bridge|53.75|-2.01667
Hengoed|51.65|-3.21667
Hetton le Hole|54.8167|-1.45
Hillsborough|53.4|-1.51667
Holme|54.1833|-2.71667
Hooke|50.8|-2.66667
Hougharry and Loch Eport|57.6|-7.55
Humberston|53.5333|-0.333333
Invergarry|57.0333|-4.78333
Isles of Scilly|49.9167|-6.33333
Kellington|53.7|-1.16667
Killinghall|54.0167|-1.55
Kingsbury|51.5833|-0.266667
Kirby|54.4333|-1.16667
Kirriemuir|56.6667|-3
Lanreath|50.3833|-4.56667
Leckhampstead|51.4667|-1.36667
Lismore Island|56.4833|-5.55
Little Witley|52.2667|-2.31667
Llandyrnog|53.2833|-3.56667
Lochs|58.1|-6.48333
Longcross|51.3667|-0.583333
Lower Dicker|50.8833|0.2
Lyme Regis|50.7333|-2.93333
Maghera|54.85|-6.66667
Marrick|54.3667|-1.86667
Maydown|55.0167|-7.25
Mereworth|51.25|0.366667
Miserden|51.7833|-2.1
Mountfield|50.9333|0.466667
Narborough|52.6833|0.583333
New Holland|53.7|-0.366667
