Jelling|55.75|9.43333
Juelsminde|55.7|10.0167
Karlslunde|55.5667|12.2167
Karreb�ksminde|55.1833|11.6667
Kettinge|54.7|11.75
Kleppen|56.5333|8.58333
Klintebjerg|55.4833|10.45
Klintholm Havn|57.95|12.4667
K�benhavn|55.6667|12.5833
Kolby K�s|55.8|10.55
Kollund Mole|54.3333|9.45
Kongsdal Harbour|56.7|10.0667
Lindholm Havn|55.2833|10.8
Lundeborg|55.1333|10.7833
Mariager|56.65|10
Masnedovaerkets Havn/Vordingborg|54.9667|11.8833
Masnedsund|55|11.8667
Masnedsund Godningshamn|55|11.9167
N�stved|55.2333|11.7667
Nagbol|55.45|9.28333
Nordhavn|55.7|12.6
N�rre Snede|55.95|9.38333
Nyborg Lystb�dehavn|55.3|10.7833
Nyk�bing Falster|54.7667|11.8833
Nyk�bing Mors|56.7833|8.85
Nykobing Sjaelland|55.9167|11.6667
Nyrup|55.6|11.6667
R�dby|54.6833|11.3833
R�dbyhavn|54.65|11.35
R�dekro|55.0667|9.31667
R�dvig Havn|55.25|12.3667
Romo|55.1333|8.51667
Rude|56|10.2333
Ryslinge|55.25|10.55
S�by|57.3333|10.5333
Sandved|55.2667|11.5333
Sandvig|55.2833|14.7833
Skodsborg|55.8167|12.5667
Skovshoved|55.7667|12.6
Snertinge|55.0667|11.9167
S�llested|55.3|10.05
S�nderborg|54.9|9.78333
Stavning|55.9667|8.38333
Stensved|55|12.0333
Stevns Pier|55.3167|12.45
Stigsnaes Inter Terminal|55.2|11.2333
Store Fuglede|55.5833|11.25
Store Heddinge|55.3167|12.4167
Store Merl�se|55.55|11.7167
Str�by|55.3833|12.3
Stubbek�bing|54.8833|12.05
Styrtom|55.0167|9.43333
Sundby/Mors|56.8667|8.66667
Svaneke|55.1333|15.15
Sydals|54.9|9.88333
Tik�b|56.0167|12.4667
Tjele|56.5|9.6
Toreby|54.75|11.8
Torrig|54.9|11.3333
Torsminde|56.3667|8.11667
Troense|55.0333|10.65
Tune|55.6|12.1833
V�ggerl�se|54.7|11.9333
Vallensb�k|55.6333|12.35
Vejby|56.0667|12.15
Veks�|55.75|12.25
Vemmelev|55.3667|11.2667
Vesterborg|54.85|11.2833
Vordingborg|55|11.9
Vordingborg Nordhavnen|55|11.9167
Vordingborg Sydhavnen|54.9833|11.8833
Anse du Mai|15.6|-61.3833
Portsmouth|15.5667|-61.45
Azua|18.45|-70.7333
Ban�|18.2833|-70.3333
Barcequillo|18.4333|-70.0333
Bavaro|-18.7167|-68.45
Casa de Campo|18.4|-68.9
Catalina Island|18.3667|-69
Caucedo|18.4167|-69.6333
Cayo Levantado|19.2|-69.3167
Haina|18.4167|-69.9833
Hig�ey|18.45|-70.2667
Manzanillo|19.7|-71.75
Ocoa Bay|18.6167|-71.0833
Puerto Palenque|18.2333|-70.15
Puerto Viejo de Azua|18.3333|-70.8333
Sabana de la Mar|19.0667|-69.3833
San Francisco de Macor�s|19.3|-70.25
San Pedro de Macor�s|18.45|-69.3
S�nchez|19.2333|-69.6167
Santo Domingo|18.4667|-69.9
Villa Altagracia|18.6667|-70.1667
Alger (Algiers)|36.75|3.05
Arzew|35.8667|-0.316667
Benisaf|35.2833|-1.38333
Bethioua|35.8|-0.266667
Cherchell|36.6|2.2
Collo|37.0167|6.55
Dellys|36.9167|3.88333
Gharda�a|32.4833|3.66667
Ghazaouet|35.1|-1.85
Kherrata|36.4833|5.26667
Oran Dry Port|35.6833|-0.633333
Rouiba|36.7333|3.28333
Tebessa|35.4|8.11667
T�n�s|36.5167|1.31667
Tlemcen|34.8667|-1.3
Bah�a de Car�quez|-0.55|-80.5
Bartolome Island|-0.283333|-90.55
Caleta Tagus|-0.25|-91.3667
Coca|-0.483333|-76.9667
Dur�n|-2.2|-79.8333
Esmeraldas|0.983333|-79.7
Espanola Island|-1.38333|-89.6833
Floreana Island|-1.3|-90.4333
Guayaquil|-2.16667|-79.9
Guayas|-0.966667|-79.55
La Libertad|-2.23333|-80.9
La Puntilla|-2.15|-79.8667
Manta|-0.95|-80.7333
Posorja|-2.7|-80.25
Puerto Balao Grande|-2.9|-79.8333
Puerto Baquerizo Moreno|-0.9|-89.6
Puerto Bol�var|-3.26667|-79.9833
Puerto Egas|-0.233333|-90.85
Puerto Nuevo|-2.21667|-79.9167
Pun�|-2.73333|-79.9167
Rabida Island|-0.416667|-90.7
Salinas|-2.21667|-80.9667
San Lorenzo|1.25|-78.8333
Seymour|-0.416667|-90.2833
Zapotal|-2.31667|-80.5333
Abaja Sadam|58.3667|22.0167
Abruka|58.1667|22.5333
Admirali V�ikesadam|58.5333|23.6833
Aegna|59.5667|24.75
Ahoi J�esadam|58.2167|22.3667
Alaj�e Kalasadam|59|27.4333
Aseri|59.45|26.8667
Aseri V�ikesadam|59.45|26.8667
Atla|58.3|21.9
Bekkeri|59.45|24.65
Dirhami|59.2167|23.5
Eisma|59.5667|26.3
Haapsalu|58.9333|23.5333
Haapsalu Veskiviigi|58.9667|23.5333
Haldi|58.8|22.45
Hara Sadam|59.5833|25.6167
Hara Sadam|59.0833|23.5333
Heltermaa|58.8667|23.05
Hiiessaare|59|22.85
Hundipea|59.4667|24.7167
Jaagupi|58.0333|24.4667
Japsi Kalasadam|58.3833|24.4833
J�e Paadisadam|58.3667|26.7333
J�ek��ru|58.9833|27.1833
Juheta|58.3833|24.2833
Kaavi Paadisadam|57.9833|22.2
Kaberneeme Sadam|59.5167|25.2833
Kakum�e|59.45|24.6
Kalana|58.9167|22.05
Kalasadam|59.45|24.75
Kaldu|58.45|23.2667
Kalevi Jahtklubi|59.4667|24.8333
Kallaste|58.65|23.2667
Kallaste|58.65|27.15
Kallaste Rannasadam|58.6667|27.1667
Kalmak�la Sadam|58.8833|26.9667
K�rdla|59|22.75
Karepa Sadam|59.55|26.4167
Karlova Paadisadam|58.3667|26.75
K�rsa|58.25|22.7333
Kassari Sadam|58.7667|22.8333
Kastna|58.3333|23.9167
Kaunispe|58.05|22.0667
Kavaru|58.2667|24.1667
Kelnase|59.6333|25.0167
Kelvingi|59.55|24.8333
Kesse-Jaani|58.6333|23.45
Kihnu|58.1333|24.0167
Kiideva|58.7667|23.5333
Koguva|58.6|23.0667
K�iguste|58.3667|22.9667
Koljunuki|59.5|25.0833
Kolkja|58.55|27.2167
K�rgessaare|58.9667|22.4667
Kudruk�la Sadam|59.45|29.0833
Kuivastu|58.5667|23.3833
Kunda|59.5167|26.5333
Kungla|58.35|22.95
Kuressaare|58.25|22.5
Kuressaare sadam|58.25|22.4667
Kurkse|59.2667|24.0167
Laaksaare|58.3333|27.4167
L��ne|58.5333|23.6833
L��tsa|58.1333|22.25
Lahesuu|59.45|24.7
Lao|58.2333|24.1167
Lautri|58.9167|22.0833
Lehtma|59.0667|22.7
Lehtma Kalurisadam|59.0667|22.7
Lennusadam|59.45|24.7333
Leppneeme|59.5333|24.85
Leppneeme Kalasadam|59.55|24.8667
Lindi|58.3333|24.2833
Liu|58.2833|24.2667
Lohusalu|59.4|24.2167
Loksa|59.5833|25.7
L�mala|58.1667|22.1167
L�pesuu|58.4833|23.2667
L�unaranna|58.5333|23.3167
Luige V�ikesadam|58.8667|23.4833
Mahu Sadam|59.5167|23.7167
Manilaiu|59.2167|24.1333
M�nni|58.5167|23.6667
Meeruse|59.45|24.6667
Mehikoorma Sadam|58.2333|27.4833
Merelaiu|58.3|24.0167
Mihkli Sadam|58.7833|26.9833
Miiduranna|59.5|24.8167
M�ntu|57.95|22.1333
M�ntu V�ikelaevade Sadam|57.95|22.1167
Munalaiu|58.2333|24.1167
Muratsi Sadam|58.2333|22.5833
Mustvee|58.85|26.95
Muuga|59.5|24.9667
Naissaare|59.55|24.55
Naistlaiu Sadam|58.8167|23.0333
Narva Kulgu Sadam|59.35|28.1667
Narva Linnasadam|59.3833|28.2
Narva-J�esuu Sadam|59.4667|28.05
Nasva|58.2167|22.4
Nasva J�esadam|58.2333|22.3833
Neeme|59.5333|25.1667
Noblessneri|59.45|24.7333
N�va Sadam|59.25|23.6667
Nurme|59.5833|24.7833
Oiu|58.4|25.9833
Omedu Rand|58.7833|26.9833
Orissaare|58.5667|23.1
Orjaku|58.7833|22.7667
Osmussaare Sadam|59.2833|23.4167
�sterby|58.9833|23.5167
Oti|59.5667|24.8
Otsa|58.65|27.1667
Paatsalu|58.5167|23.6833
Pae Sadam|58.4833|23.2667
Paldiski L�unasadam|59.3333|24.0833
Paldiski P�hjasadam|59.35|24.05
Paljassaare|59.45|24.7
Papissaare Sadam|58.3667|21.9833
P�rnu|58.3833|24.5
P�rnu Sadama V�ikesadam|58.3833|24.4833
Paslepa-Viigi Sadam|59.0167|23.4333
Patareisadam|59.45|24.75
Peerni|58.25|24.1333
Pihelgalaiu|58.45|23.6667
Piirissaare Sadam|58.3833|27.5167
Piirivalvesadam|59.45|24.6667
Pirita|59.4667|24.8167
Prangli L�unasadam|59.6167|25
Purtse|59.4167|27
Purtse Jahisadam|59.4333|26.9833
Purtse Kalasadam|59.4333|26.9833
Pusi|58.6333|27.15
Raja|58.8333|26.95
R�lby Sadam|59.0333|23.2833
Rannametsa|58.1167|24.4833
R�pina|58.1333|27.5333
Rebase Paadisadam|58.3667|26.75
Remniku Vanasadam|59.0167|27.55
Ringsu|57.7833|23.2667
Ristna|59.2667|23.7333
Ristna Jahisadam|58.9167|22.0667
Ristna L�unasadam|58.9167|22.0667
Rohuk�la|58.9|23.4333
Rohuneeme|59.5667|24.8
Rohuneeme V�ikesadam|59.5667|24.8
Roograhu|59|22.8167
Roomassaare|58.2167|22.5
Roopa|58.2667|21.8667
Ruhve|58.3833|23.0333
Saaga Sadam|58.3833|26.9833
Saaremaa sadam|58.5333|22.2333
Saarepera|58.1667|27.5
Saastna Vanasadam|58.7333|23.5667
Salin�mme|58.8333|22.95
Salin�mme Kalasadam|58.8333|22.95
Salin�mme Paadisadam|58.9833|22.95
Salme J�esadam|58.1667|22.25
Salmistu|59.5|25.3667
Sassukvere|58.7167|27.1333
Sigatsuaru V�ikesadam|58.15|24
Sillam�e|59.4167|27.7333
Soela|58.6167|22.6
Soo|58.7167|27.1167
S�ru|58.7|22.5333
S�ru V�ikelaevasadam|58.7|22.5167
Suaru|58.1333|24.0167
Suaru Kalasadam|58.1333|24
Suur-Holmi|58.9667|23.5333
Suur-Lootsi|59.4667|28.05
Suurpea|59.6333|25.6833
Suursadam|58.9667|22.9167
Sviby|58.9667|23.3167
Taaliku Sadam|58.6|22.9833
Tallinn|59.4333|24.7333
Talvesadam|58.3833|24.5
Tammneeme Sadam|59.5167|24.8833
Tapurla|59.6|25.5667
T�rkma|58.6833|22.6
Tarvastu|58.25|25.9667
Tilgu|59.45|24.4833
Toila|59.4333|27.5333
Tori J�esadam|58.25|22.4667
Treimani|57.9167|24.3833
Triigi|58.6|22.7167
Tuletorni|58.7833|22.7667
Turja Sadam|58.3333|22.9333
Turusadam|58.3667|26.7333
Uisusadam|58.55|23.0833
�rgoru Paadisadam|58.3667|26.9833
Vahtrepa Sadam|58.8833|23.0167
V�ike-Turu|58.3833|26.7333
Valmeranna|58.5|23.2333
Vanasadam|59.45|24.7667
Vana-Sauga Sadam|58.3833|24.4833
V�rati|58.3167|23.9833
Varbla Puhkek�la|58.4333|23.6833
Varese Sadam|58.5833|22.4
Varnja Sadam|58.4833|27.25
V�rska Sadam|57.95|27.6167
V�rssu|58.9333|22.95
Vasknarva|59|27.7333
Vasknarva Paadisadam|59|27.7333
Vasknarva Uussadam|59.0167|27.7333
Veere|58.4667|22.05
Veere Vanasadam|58.4667|22.05
Vene-Balti|59.45|24.65
Vergi|58.6|26.1
Viinistu Sadam|59.65|25.75
Vikati Sadam|58.3667|21.8667
Virtsu|58.5833|23.5167
Virtsu Kalasadam|58.5833|23.5167
Virtsu Vanasadam|58.5833|23.5667
V�idu|58.3167|24.0167
V�iste|58.2167|24.4667
V��psu|58.0833|27.55
V��psu K�lasadam|58.0667|27.55
V�rkaia|58.6833|23.2
V�su|59.5833|25.9667
Westmeri|58.9667|23.5167
Westmeri Jahisadam|58.9667|23.5333
Abu Ghosoun|24.45|35.2
Abu Zenimah|29.05|33.1
Al Adabiyah|29.8667|32.4667
Al Qusayr|26.1|34.2833
As Suways (Suez)|29.9667|32.5167
Atakka Dry Port|32.1|33
Dome Marina|29.4333|32.4833
Dumyat (Damietta)|31.4167|31.8167
El Iskandariya (Alexandria)|31.1833|29.9167
El Tor|28.2333|33.6167
El-Guna (El Gouna)|27.3833|33.6667
Galala Marina|29.4667|32.4333
Idku|31.3|30.3
Marsa Egyptian Propylene & Polypropylene|31.3|32.15
Marsa Oriental Petrochemicals|29.6833|32.35
Nuwaiba|28.9667|34.65
Port Ghalib|25.5333|34.6333
Port Said East|31.2167|32.35
Porto Marina El Alamein|30.8167|28.9833
Ras Budran|28.9333|33.1167
Ras Sudr|29.6|32.6667
Sharm ash Shaykh|27.8667|34.2833
Sokhna Port|29.65|32.35
Soma Bay Marina|26.85|33.9833
South Sinai (Ganoub Sinai)|29.8667|34
Ejbei Uad el Aabd|27.15|-13.2
Assab|13|42.7333
Massawa (Mitsiwa)|15.6|39.45
A Baiuca|43.3|-8.5
Abanto|43.3167|-4.5
Adra|36.75|-3.01667
Agaete|28.1167|-15.7
Aguilas|37.4|-1.58333
Alcala del Rio|37.5167|-5.96667
Alcanar|40.55|0.483333
Alcaudete de la Jaya|39.7833|-4.86667
Algorta|43.35|-3.01667
Allar�z|42.1833|-7.8
Almendricos|37.4667|-1.78333
Almer�a|36.8333|-2.45
Almorox|40.2333|-4.38333
Ametlla|41.5667|1.25
Ampuero|43.35|-3.41667
Andosilla|42.3833|-1.95
Argelaguer|42.2167|2.65
Ataquines|41.1833|-4.8
Aviny�|41.8667|1.96667
Ayegui|42.65|-2.03333
Ayora|39.0667|-1.05
Bac�icoa|42.8833|-2.1
Banyeres del Penedes|41.1|1.51667
Barbate|36.1833|-5.91667
Begur|41.95|3.2
Belchite|41.3|-0.75
Belmonte|39.5667|-2.7
Benegida|39.0667|-0.55
Benicull|39.1833|-0.383333
Benimodo|39.2167|-0.516667
Berguenda|42.7833|-3.05
Berlanga|38.2833|-5.81667
Bermeo|43.4333|-2.71667
Bermiyo Sallago|41.3667|-6.1
Bilbao|43.25|-2.96667
Binissalem|39.6833|2.83333
Bre�a Baja|28.6333|-17.75
Buenavista del Norte|28.3667|-16.9
Burgo de Osma|41.5667|-3.06667
Burujon|39.9|-4.3
Cabo de Palos|37.6333|-0.683333
Cabo Roig|37.9167|-0.733333
Cabue�es|43.5167|-5.6
Cadaqu�s|42.2833|3.28333
Calella|41.6167|2.66667
Caleta de Sebo|29.2333|-13.5
Calles|39.7333|-0.966667
Calonge|41.8667|3.08333
Camari�as|43.1167|-9.16667
Camarzana Tera|42|-6.01667
Cambrils|41.0667|1.06667
Campanillas|36.7167|-4.53333
Campllong|41.8833|2.81667
Campoamor|37.9|-0.75
Capellades|41.5333|1.7
Carboneras|36.9833|-1.88333
Carcaixent|39.0667|-0.4
Cari�o|43.75|-7.86667
Carpio Tajo|39.8833|-4.45
Carranque|40.1667|-3.9
Carrizal|27.9|-15.4
Cartagena|37.6|-0.983333
Casar de C�ceres|39.5667|-6.41667
Casasimarro|39.3667|-2.03333
Casillas Flores|40.3833|-6.75
Castell�n de la Plana|39.9833|-0.0333333
Castillazuelo|42.0667|0.666667
Castropol|43.5333|-7.03333
Castro-Urdiales|43.3833|-3.21667
Catoira|42.6667|-8.71667
Cebolla|39.95|-4.56667
Cedeira|43.65|-8.05
Celeir�|42.7|-7.05
Cigales|41.7667|-4.7
Cisneros|42.2167|-4.85
Consuegra|39.4667|-3.6
Corcubi�n|42.95|-9.18333
Coristanco|43.2|-8.75
Costa Adeje|28.0667|-16.75
Cuarte de Huerva|41.5833|-0.916667
Deba|43.3|-2.35
Dos Aguas|39.2833|-0.8
Echarri-Aranaz|42.9|-2.06667
Ejea de los Caballeros|42.1167|-1.13333
El Astillero|43.4|-3.81667
El Casar de Talamanca|40.7|-3.43333
El Grao|39.9667|0.0166667
El Medano|28.0333|-16.5333
El Pedernoso|39.4833|-2.75
El Port|39.7667|2.7
El Rompido|37.2167|-7.11667
Elvillar|42.5667|-20.5333
Empuriabrava|42.25|3.13333
Enguera|38.9833|-0.683333
Escorca|39.8167|2.85
Estadilla|42.05|0.25
Ezcaray|42.3167|-3.01667
Fermoselle|41.3167|-6.38333
Ferreras|41.9|-6.18333
Ferrol|43.4833|-8.25
Fontanar|40.7333|-3.16667
Formentera Island|38.65|1.58333
Frades|43.05|-8.28333
Fuensalida|40.05|-4.2
Fuente-�lamo|38.7|-1.43333
Fuenterrab�a|43.3667|-1.78333
Gand�a|38.9667|-0.183333
Garachico|28.3667|-16.75
Garriguella|42.3333|3.06667
Getxo|43.5333|-3.01667
Gij�n|43.5333|-5.66667
Grajal de Ribera|42.1833|-5.61667
Gran Tarajal|28.2|-14.0167
Granyanella|41.6667|1.21667
Grove|42.5|-8.86667
Guijuelo|40.55|-5.66667
Hermisende|41.9667|-6.88333
Higuera la Real|38.1333|-6.68333
Hinojosa del Duque|38.5|-5.15
Hontanaya|39.7333|-2.83333
Hormilla|42.4333|-2.76667
Huete|40.1333|-2.68333
Ibiza|38.9|1.43333
Inca|39.7167|2.9
Iurreta|43.1667|-2.63333
J�vea|38.7833|0.166667
La Ametlla de Mar|40.9|0.8
La Batlloria|41.7167|2.55
La Coru�a (A Coru�a)|43.3667|-8.38333
La Escala (L'Escala)|42.1167|3.13333
La Font den Carros|38.9167|-0.166667
La Graciosa|29.2167|-13.5
La Guardia|41.9|-8.88333
La Poble de Farnals|39.5833|-1.66667
La Restinga|27.6167|-17.9833
La Selva del Camp|41.2|1.13333
La Seu d'Urgell|42.3667|1.45
La Zarza|38.8167|-6.21667
Lagartera|39.9|-5.2
Lage|43.2167|-9
Lanzarote|28.9667|-13.5333
Lapuebla de Labarca|42.5|-2.56667
Las Casas de Alcanar|40.55|0.533333
Las Noras de Daza|36.75|-2.73333
Las Palmas de Gran Canaria|28.1|-15.4167
Lecumberri|43|-1.88333
Legutiano|42.9667|-2.63333
Les Borges del Camp|41.1667|1.01667
Lizartza|43.3167|-1.98333
Llauri|39.15|-0.333333
Lloret de Mar|41.7|2.85
Lloseta|39.7167|2.86667
Lodoso|42.4333|-3.81667
Madridejos|39.4667|-3.53333
Magan|39.95|-3.91667
M�laga|36.7167|-4.41667
Malgrat de Mar|41.65|2.75
Malia�o|43.4167|-3.83333
Malpica (Malpica de Berganti�os)|43.3167|-8.8
Maracena|37.2|-3.63333
Mascaraque|39.7167|-3.81667
Masnou|41.4833|2.31667
Melilla|35.3167|-2.88333
Mentrida|40.2333|-4.18333
Mesia|43.1|-8.26667
Miguel Esteban|39.5167|-3.08333
Miraclamp|41.6|0.866667
Miramar|38.95|0
Miranda de Ebro|42.6833|-2.95
Moa�a|42.2833|-8.73333
Mogarraz|40.4833|-6.05
Moj�car|37.15|-1.85
Mombuey|42.0333|-6.33333
Monserrat|39.3667|-0.6
Montblanc|41.3833|1.16667
Montefrio|37.3167|-4.01667
Montesquiu|42.1|2.2
Montiel|38.7|-2.86667
Mora|39.6667|-3.76667
Moral de Calatrava|38.8333|-3.58333
Morro del Jable|28.05|-14.3333
Motrico (Mutriku)|43.3|-2.38333
Mourente|43.5667|-7.26667
Mozoncillo|41.15|-4.18333
Mugardos|43.4667|-8.25
Mugia|43.1|-9.21667
Mungu�a|43.35|-2.83333
Murillo de R�o Leza|42.4|-2.31667
Musel-Arnao|43.5667|-5.7
N�jera|42.4167|-2.73333
Noblejas|39.9833|-3.43333
Nuevo Bazt�n|40.3667|-3.25
Obanos|42.6833|-1.78333
Olazagut�a|42.8667|-2.2
Olias del Rey|39.95|-3.96667
Ond�rroa|43.3167|-2.41667
�rjiva|36.9|-3.41667
Oroso|42.9833|-8.43333
Ortigueira|43.6667|-7.85
Orzola|29.2167|-13.45
Outes|42.85|-8.9
Palam�s|41.85|3.13333
Palma de Mallorca|39.5667|2.63333
Palomeque|40.1167|-3.95
Pancorbo|42.6333|-3.1
Pantoja|40.05|-3.83333
Petra|39.6167|3.1
Picassent|39.35|-0.45
Pitillas|42.4167|-1.61667
Playa Den Bossa|38.8833|1.41667
Playa Ingles|27.7667|-15.5833
Playa San Juan|28.1667|-16.8
Pola de Siero|43.4|-5.65
Poli�a Jucar|39.2|-0.366667
Porreras|39.5167|3
Portosin|42.7667|-8.95
Posada de Llanera|43.4333|-5.85
Puebla de Sancho P�rez|38.4|-6.4
Puebla del Carami�al|42.6|-8.93333
Puerto Calero|28.9167|-13.7
Puerto de Granadilla|28.05|-16.4833
Puerto de Guimar|28.3|-16.3667
Puerto de la Cruz|28.4167|-16.55
Puerto de la Estaca|27.7833|-17.9
Puerto de la Selva|42.3333|3.2
Puerto de Playa de Santiago|28.0333|-17.2
Puerto de Sagunto|39.65|-0.216667
Puerto de Vega|43.5667|-6.63333
Puerto del Carmen|28.9167|-13.6667
Puerto Rosario|28.5|-13.8667
Puertomarin|42.8|-7.61667
Puig-reig|41.9833|1.86667
Puras|41.1833|-4.65
Quismondo|40.1|-4.31667
Rajadell|41.7167|1.7
Real de Montroy|39.3333|-0.6
Rejected|37.4667|-0.816667
Renter�a|43.3167|-1.9
Ribeira (Santa Uxia)|42.55|-9
Ripoll|42.2|2.18333
Riudecanyes|41.1167|0.95
Rotova|38.9333|-0.25
Rubielos de Mora|40.1833|-0.65
Rueda|41.4167|-4.95
Sa Canal|38.8333|1.38333
Sagunto|39.6833|-0.266667
Salinas de Oro|42.7833|-1.88333
Salinas De Pamplona|42.75|-1.65
Sallent de Gallego|42.7667|-0.333333
San Agustin|27.7667|-16.4667
San Asensio|42.5|-2.75
San Bartolom� de Tirajana|29|-13.6
San Carlos de la R�pita|40.6167|0.6
San Cristobal de Entrevinas|42.05|-5.63333
San Fel�u de Buxalleu|41.7833|2.58333
San Fernando|36.4667|-6.2
San Juli�n de Ramis|42.0167|2.85
San Mames De Meruelo|43.45|-3.56667
San Miguel Del Arroyo|41.4333|-4.45
San Pedro Ceque|43.05|-6.06667
San Pedro Pescador|42.1833|3.08333
San Rom�n de Hornija|41.4833|-5.28333
San Vicente|42.45|-7.06667
San Vicente de la Barquera|43.3833|-4.38333
Sangenjo|42.4|-8.81667
Sanguineda|42.1833|-8.63333
Sant Antoni de Portmany|38.9833|1.3
Sant Feliu de Guixols|41.7833|3.03333
Sant Feliu de Llobregat|41.3833|2.05
Sant Joan Desp�|41.3667|2.06667
Sant Jordi|39.55|2.76667
Sant Llu�s|39.8333|4.25
Sant Miquel de Fluvi�|42.1667|2.98333
Santa Agueda|38.1667|-0.783333
Santa Cruz de La Palma|28.6833|-17.7667
Santa Eugenia|42.55|-9
Santa Eulalia del R�o|38.9833|1.51667
Santa Olalla|40.0167|-4.43333
Santa �rsula|28.4167|-16.4667
Santervas De Campos|42.2167|-5.1
Santiago del Campo|39.6333|-6.36667
Santo Angel|37.9333|-1.11667
Santurce|43.3333|-3.03333
Santurtz|43.3167|-3.01667
Sanxenxo|42.4|-8.8
Sarral|41.4333|1.23333
Sauzal|28.4667|-16.4167
Serra|39.6833|-0.433333
Sils|41.8|2.75
Sitges|41.2333|1.83333
Sobradelo|42.5833|-8.78333
Son (Puerto del Son)|42.6833|-9.01667
Sumarcarcer|39.1|0.633333
Tabara|41.8167|-5.95
Tabuenca|41.7|-1.55
Tazacorte|28.6333|-17.9333
Tejina|28.5333|-16.35
Tijarafe|28.7|-17.95
Tordoya|43.1|-8.56667
Tornavacas|40.25|-5.68333
Torre Horadada|37.8667|-0.75
Torredembarra|41.15|1.4
Torrente|39.4333|-0.466667
Tossa (Tossa de Mar)|41.7167|2.93333
Trebujena|36.8667|-6.16667
Trobajo del Cerecedo|42.5667|-5.58333
Trubia|43.5|-5.73333
Ucieda|43.25|-4.23333
Urroz|42.7833|-1.45
Valdetorres de Jarama|40.7|-3.5
Valera de Abajo|39.7667|-2.15
Vallcarca|41.2333|1.86667
Vallecillo|42.35|-5.2
Vidania|43.1333|-2.15
Villabona|43.1833|-2.05
Villaflor|41.5833|-5.98333
Villagarc�a de Arosa|42.6|-8.75
Villanueva y Geltr� (Vilanova i la Geltr�)|41.2167|1.73333
Villarreal de �lava|42.9833|-2.63333
Villasana De Mena|43.1|-3.28333
Vimianzo|43.1167|-9.03333
Vitoria-Gasteiz|42.85|-2.66667
Viveiro|43.6667|-7.6
Vizmalo|42.1667|-4.1
Zalain|43.2833|-1.7
Zuera|41.8667|-0.783333
�bo (Turku)|60.45|22.2833
Ajos|65.6667|24.5667
Alholmen|63.7|22.7
Asikkala|62.05|28.4333
Baronsalmi|59.9667|23.8667
Bj�rneborg (Pori)|61.4833|21.8
Borg� (Porvoo)|60.4|25.6667
Brahestad (Raahe)|64.6833|24.4833
Br�nd�|60.4167|21.05
Bromarv|59.9833|23.0333
Dalsbruk (Taalintehdas)|60.0167|22.5167
Degerby|60.1|24.1833
Dragsfj�rd|60.0667|22.4667
Ecker�|60.2167|19.6167
Eken�s (Tammisaari)|59.9667|23.4333
El�m�j�rvi|63.4833|25.6667
Enonkoski|62.0833|28.9167
Esbo (Espoo)|60.2|24.65
Espoo (Esbo)|60.2|24.65
Eura�minne (Eurajoki)|61.2|21.7333
Eurajoki (Eura�minne)|61.2|21.7333
F�rjsundet|60.2333|20.0167
Finby (S�rkisalo)|60.1|22.9333
F�gl�|60.0167|20.4167
Fredrikshamn (Hamina)|60.5667|27.2
Gottby (Godby)|60.1333|19.8333
Gull�|59.95|23.4167
Hailuoto|65|24.8333
Hakkola|62.3833|22.7167
Halonen|66.6833|27.5
Halosenlahti|65.2333|25.3167
Hamina (Fredrikshamn)|60.5667|27.2
Harvaluoto|60.3667|20.4667
Hiitinen|59.8833|22.5
Himanka|64.0667|23.65
Himankakyl�|64.1667|23.7
Hirvensalmi|61.6333|26.8
H�gs�ra|59.95|22.3667
Houtsk�r (Houtskari)|60.2167|21.3833
Houtskari (Houtsk�r)|60.2167|21.3833
Idensalmi (Iisalmi)|63.55|27.1833
Iisalmi (Idensalmi)|63.55|27.1833
Imatra|61.1667|28.75
Ini�|60.4|21.4
Jakobstad (Pietarsaari)|63.6833|22.7833
Janakkala|60.9|24.6
Joensuu|62.6|29.7667
Joutseno|61.1|28.4833
Jussaro|59.8167|23.5667
Juuka|63.2333|29.25
Jyv�skyl�|62.25|25.7333
Kaipola|61.8167|25.2167
Kalajoki|64.25|23.95
Kalliola|61.0833|25.6333
Kallviken|60.3667|26.45
Kantlax (Kaitalahti)|61.75|23.7167
Kantvik|60.0833|24.3833
Karleby (Kokkola)|63.8333|23.1167
Kaskinen (Kask�)|60.6167|21.8833
Kask� (Kaskinen)|60.6167|21.8833
Kasn�s|59.9167|22.4
Kemi/Torne� (Kemi/Tornio)|65.7333|24.5667
Kemi/Tornio (Kemi/Torne�)|65.7333|24.5667
Kemi� (Kimito)|60.1667|22.75
Kes�lahti|61.8833|29.8333
Kilpilahti (Sk�ldvik)|60.3|25.55
Kimito (Kemi�)|60.1667|22.75
Kirkniemi|60.1667|23.95
Kitee|62.1|30.1167
Klamila|60.5167|27.4667
Kojonkulma|60.95|22.9833
K�kar|59.9333|20.8833
Kokkola (Karleby)|63.8333|23.1167
Korpo (Korppoo)|60.1667|21.5667
Korppoo (Korpo)|60.1667|21.5667
Koskenkorva|62.6833|22.4667
Kotka|60.4667|26.9167
Koverhaara (Koverhar)|59.8667|23.2167
Koverhar (Koverhaara)|59.8667|23.2167
Kristiinankaupunki (Kristinestad)|62.2833|21.3833
Kristinestad (Kristiinankaupunki)|62.2833|21.3833
Kronvik|63.0667|21.5167
Kumlinge|60.2667|20.7833
Kuopio|62.8833|27.6833
Kuru|61.8667|23.7333
