destination|lat|long
hanoi|21.33587204232451|105.04424194090959
stockholm|59.33587204232451|18.04424194090959
okayama|34.33587204232451|133.04424194090959 
branno|57.635833|11.783333
uno|34.33587204232451|133.04424194090959
takamatsu|34.33587204232451|133.04424194090959
buenos aires|-34.33587204232451|-58.04424194090959
chongming|31.611353762433765|121.41102281573306
shanghai|31.235711|121.469611
chang jiang kou|30.33587204232451|113.04424194090959
Nacka|59.33545500481548|18.149554119562026
goteborg|57.650833|11.90012423
caballito|-34.61787204232451|-58.44424194090959
djursholm|59.398611|18.110833
hono|57.68186369177007|11.647584080607357
hiroshima|34.356347278853995|132.4459460587711
ebaoikimchi|34.36064205057639|132.42300641864395
kanawa island|34.342124954890274|132.48435263850942
Nordhavnen|55.713611|12.595833
lindo|58.61150223845001|16.261329896776385
norrkoping|58.587745|16.192421
bilene|-25.2928104651093|33.25124059838395
nynashamn|58.902222|17.9475
vastervik|57.753611|16.6375
ponta mucombo|-26.25128701635498|32.94645060589983
vaxholm|59.402222|18.35
kopenhagen|55.676111|12.56833
maputo|-25.966667|32.583333
xai-xai|-25.135676526619186|33.72567426234667
